start,end,total SNPs,total Bases,depth,unique SNPs,dhSNPs,reference Bases,Theta,Pi,Heterozygosity,%GC,Recombination,Divergence,Constraint,SNPs
21797001,21798000,2,12536,12.54,2,0,1000,6.103,2.847,1.595,43.043,7.78E-05,0.01101101,0,0
21798001,21799000,23,8577,8.58,3,2,1000,11.088,11.521,26.233,34.6346,7.78E-05,0.01801802,0,0
21799001,21800000,3,7869,7.87,2,0,1000,7.53,5.4,3.177,35.1351,7.78E-05,0.01401401,0,0
21800001,21801000,1,9271,9.27,1,0,1000,3.499,1.952,1.079,39.2392,7.78E-05,0.01301301,0,0
21801001,21802000,7,9081,9.08,5,2,1000,17.085,12.809,7.709,41.8418,7.78E-05,0.01201201,0,0
21802001,21803000,10,7913,7.91,2,0,1000,7.508,4.505,12.637,45.5455,7.78E-05,0.01301301,0,1
21803001,21804000,8,8890,8.89,1,1,1000,3.84,4.908,8.998,44.8448,7.79E-05,0.007007007,0,1
21804001,21805000,13,7886,7.89,4,1,1000,12.36,12.656,16.168,39.3393,7.79E-05,0.01603206,0,0
21805001,21806000,0,9856,9.86,0,0,1000,0,0,0,40.7407,7.79E-05,0.01201201,0,0
21806001,21807000,7,7644,7.64,4,0,1000,12.249,8.733,8.503,38.7387,7.79E-05,0.01101101,0,0
21807001,21808000,13,12353,12.35,5,2,1000,16.415,13.999,10.524,41.9419,0.000827942,0.01401401,0,2
21808001,21809000,9,9824,9.82,4,2,1000,13.2,13.092,9.161,48.3483,0.000831733,0.008008008,0,0
21809001,21810000,24,8639,8.64,5,3,1000,18.233,21.188,27.421,40.8408,0.000831733,0.02102102,0,0
21810001,21811000,3,7049,7.05,1,1,1000,3.474,4.56,3.547,41.6416,0.000224583,0.01601602,0,1
21811001,21812000,0,11689,11.69,0,0,1000,0,0,0,35.8358,8.11E-05,0.01701702,0,0
21812001,21813000,1,9314,9.31,1,0,1000,3.16,1.909,1.074,44.3443,8.11E-05,0.008008008,0,0
21813001,21814000,48,10489,10.49,5,5,1000,19.175,26.919,45.882,42.5425,5.28E-05,0.008008008,0,3
21814001,21815000,15,5936,5.94,4,2,1000,17.458,15.953,24.848,47.8478,3.63E-05,0.008008008,0,2
21815001,21816000,19,8146,8.15,7,5,1000,20.761,23.165,23.324,47.3473,3.64E-05,0.007007007,0,0
21816001,21817000,42,8170,8.17,10,8,1000,37.488,49.705,51.256,46.046,4.42E-05,0.01001001,0,3
21817001,21818000,22,13277,13.28,4,3,1000,12.021,15.727,16.57,40.04,6.79E-05,0.008008008,0,0
21818001,21819000,35,9299,9.3,4,4,1000,16.407,23.918,37.235,41.6416,6.79E-05,0.004004004,0,0
21819001,21820000,16,8144,8.14,4,3,1000,14.682,18.105,19.647,39.6396,6.79E-05,0.005005005,0,0
21820001,21821000,17,9245,9.24,4,2,1000,14.676,15.803,18.05,30.8308,6.79E-05,0.007007007,0,0
21821001,21822000,9,9147,9.15,2,0,1000,7.098,3.94,10.113,28.8288,6.79E-05,0.008008008,0,0
21822001,21823000,11,6669,6.67,3,2,1000,11.469,14.318,15.744,29.6296,6.79E-05,0.006006006,0,0
21823001,21824000,11,8436,8.44,5,4,1000,18.723,18.706,12.743,33.1331,6.79E-05,0.01201201,0,0
21824001,21825000,2,7709,7.71,2,0,1000,7.554,4.579,2.594,39.4394,6.79E-05,0.01101101,0,0
21825001,21826000,26,9951,9.95,5,3,1000,17.373,19.744,26.129,41.9419,6.79E-05,0.01501502,0,0
21826001,21827000,3,8449,8.45,3,0,1000,9.826,6.251,3.551,39.039,6.79E-05,0.01301301,0,0
21827001,21828000,1,8912,8.91,1,0,1000,3.2,1.988,1.122,43.4434,6.79E-05,0.01301301,0,0
21828001,21829000,12,9871,9.87,2,2,1000,7.743,6.831,11.65,30.8308,6.79E-05,0.004004004,0,0
21829001,21830000,3,7712,7.71,3,0,1000,10.76,6.827,3.89,51.952,6.79E-05,0.01501502,0,0
21830001,21831000,6,10569,10.57,5,1,1000,16.336,10.067,5.677,40.6406,6.79E-05,0.01301301,0,0
21831001,21832000,5,9000,9,2,1,1000,6.587,5.628,5,39.039,6.79E-05,0.01601602,0,0
21832001,21833000,4,6369,6.37,1,1,1000,3.845,5.384,6.281,41.041,6.79E-05,0.01401401,0,0
21833001,21834000,2,8128,8.13,2,0,1000,6.479,4.303,2.461,38.8388,6.79E-05,0.008008008,0,0
21834001,21835000,5,9129,9.13,3,2,1000,9.246,8.726,5.477,37.8378,6.79E-05,0.00867679,0,0
21835001,21836000,8,11265,11.26,1,1,1000,3.344,4.806,7.435,38.3383,6.79E-05,0.01489362,0,0
21836001,21837000,11,11393,11.39,7,4,1000,23.931,16.674,9.655,44.044,6.79E-05,0.01001001,0,0
21837001,21838000,9,8840,8.84,3,1,1000,11.009,7.587,9.616,39.6396,6.47E-05,0.01001001,0,1
21838001,21839000,1,5914,5.91,1,0,1000,4.483,2.952,1.691,51.1512,3.96E-05,0.01201201,0,0
21839001,21840000,18,8636,8.64,3,3,1000,13.495,22.615,20.844,33.7337,2.98E-05,0.007007007,0,2
21840001,21841000,3,9098,9.1,2,1,1000,5.948,5.281,3.298,45.045,1.02E-06,0.01001001,0,0
21841001,21842000,20,9200,9.2,7,4,1000,27.238,20.556,21.672,48.7487,1.02E-06,0.01501502,0,0
21842001,21843000,14,8120,8.12,5,2,1000,17.002,17.411,17.241,44.7447,8.40E-07,0.01101101,0,2
21843001,21844000,5,8087,8.09,2,1,1000,9.211,9.093,6.183,39.039,5.46E-07,0.006006006,0,0
21844001,21845000,12,12256,12.26,2,1,1000,8.625,9.904,9.383,35.6356,5.38E-07,0.009988901,0,1
21845001,21846000,20,9299,9.3,5,3,1000,18.89,22.241,21.239,36.8368,5.35E-07,0.009876543,0,1
21846001,21847000,1,7319,7.32,1,0,1000,3.689,2.391,1.366,42.8428,5.33E-07,0.005005005,0,0
21847001,21848000,26,5672,5.67,9,5,1000,37.094,40.598,45.837,48.048,5.23E-07,0.01401401,0,1
21848001,21849000,30,9525,9.53,6,1,1000,19.212,14.758,31.101,37.8378,5.62E-07,0.01001001,0,1
21849001,21850000,10,13262,13.26,4,1,1000,10.636,8.493,7.446,43.8438,5.62E-07,0.008008008,0,0
21850001,21851000,8,14379,14.38,1,1,1000,2.418,3.629,5.216,38.9389,5.58E-07,0.01501502,0,1
21851001,21852000,16,10440,10.44,3,2,1000,10.673,12.504,15.086,38.2382,5.25E-07,0.01501502,0,1
21852001,21853000,1,9988,9.99,1,0,1000,3.333,1.816,1.001,35.7357,5.28E-07,0.01301301,0,0
21853001,21854000,6,7607,7.61,2,1,1000,7.012,9.318,8.216,40.04,5.28E-07,0.01601602,0,0
21854001,21855000,24,7163,7.18,5,3,997,19.726,23.131,33.508,36.2362,5.28E-07,0.009009009,0,0
21855001,21856000,5,11295,11.29,1,1,1000,2.947,4.736,4.427,36.4364,5.28E-07,0.004004004,0,0
21856001,21857000,19,7613,7.61,5,4,1000,17.797,19.758,25.45,33.9339,5.28E-07,0.01301301,0,0
21857001,21858000,13,9607,9.61,2,2,1000,6.885,10.719,13.597,37.3373,5.28E-07,0.005005005,0,0
21858001,21859000,15,6635,6.63,6,3,1000,21.164,21.598,22.608,52.5526,5.33E-07,0.005005005,0,1
21859001,21860000,4,9369,9.37,1,1,1000,2.614,3.66,4.27,44.6446,5.58E-07,0.01401401,0,0
21860001,21861000,1,11138,11.14,1,0,1000,3.345,1.649,0.898,38.038,5.58E-07,0.009009009,0,0
21861001,21862000,25,7854,7.85,5,5,1000,19.18,29.58,31.989,40.6406,5.56E-07,0.01201201,0,3
21862001,21863000,6,8513,8.51,6,0,1000,19.915,12.443,7.048,43.7437,5.56E-07,0.01301301,0,0
21863001,21864000,28,7546,7.55,10,7,1000,34.969,39.866,37.438,50.951,5.56E-07,0.003558719,0,0
21864001,21865000,11,5334,5.33,5,1,1000,23.863,18.685,21.091,44.4444,5.56E-07,0.004287245,0,0
21865001,21866000,33,7504,7.5,10,5,1000,36.691,34.249,43.475,39.4394,5.56E-07,0.004287245,0,0
21866001,21867000,28,3559,3.56,11,7,1000,59.911,66.585,77.969,38.4384,5.56E-07,0.004287245,0,0
21867001,21868000,10,4182,4.18,4,3,1000,19.023,22.907,23.913,38.1381,5.56E-07,0.004287245,0,0
21868001,21869000,6,3547,3.55,4,2,1000,21.302,23.493,16.915,38.5385,5.56E-07,0.004287245,0,0
21869001,21870000,1,7474,7.47,1,0,1000,1.338,1.338,1.338,38.4384,5.56E-07,0.004601227,0,0
21870001,21871000,28,9395,9.4,5,4,1000,18.072,24.613,29.669,40.5405,1.03E-06,0.02102102,0,2
21871001,21872000,16,6910,6.91,5,0,1000,17.399,12.119,22.792,46.6466,2.09E-06,0.01201201,0,0
21872001,21873000,14,9630,9.63,3,2,1000,9.684,11.737,14.537,40.04,3.93E-05,0.01374207,0,1
21873001,21874000,11,7145,7.15,2,2,1000,7.364,9.529,15.045,38.5385,0.000153975,0.01601602,0,1
21874001,21875000,18,9963,9.96,5,2,1000,16.461,13.942,18.067,45.9459,0.001171451,0.007007007,0,0
21875001,21876000,22,9443,9.44,4,2,1000,14.83,14.077,23.099,40.6406,0.000123346,0.006006006,0,2
21876001,21877000,9,8718,8.72,4,1,1000,13.88,10.641,9.75,42.1421,9.99E-06,0.01001001,0,1
21877001,21878000,9,9644,9.64,3,2,1000,10.836,10.079,9.591,39.5395,0.000264189,0.01501502,0,1
21878001,21879000,18,9210,9.21,5,2,1000,17.186,16.495,19.273,46.2462,0.000308846,0.03003003,0,0
21879001,21880000,9,8226,8.23,4,2,1000,12.176,11.945,10.94,47.7477,0.000231128,0.01901902,0,1
21880001,21881000,29,10367,10.37,5,4,1000,17.106,25.697,27.491,46.5465,0.001485674,0.01601602,0,2
21881001,21882000,17,12433,12.43,5,4,1000,15.801,18.785,13.875,38.038,7.81E-07,0.01701702,0,3
21882001,21883000,11,10341,10.34,3,1,1000,10.589,8.805,10.154,28.8288,6.67E-07,0.01801802,0,0
21883001,21884000,12,7851,7.85,2,2,1000,7.085,8.788,15.284,37.8378,6.78E-07,0.01201201,0,1
21884001,21885000,4,7867,7.87,2,1,1000,6.741,6.981,5.084,45.2452,6.75E-07,0.01501502,0,1
21885001,21886000,38,9181,9.18,7,6,1000,25.622,32.163,40.843,41.6416,7.53E-07,0.01801802,0,2
21886001,21887000,12,2793,4.3,6,4,649,34.851,39.976,42.959,42.7427,6.63E-07,0.02819957,0,1
21887001,21888000,3,1369,1.87,3,0,731,35.872,32.883,21.922,39.6396,6.63E-07,0.01912859,0,0
21888001,21889000,5,3774,3.77,4,0,1000,18.349,17.996,11.924,38.8388,6.63E-07,0.01912859,0,0
21889001,21890000,37,6485,6.49,12,9,1000,49.916,63.659,56.475,38.038,6.63E-07,0.01912859,0,0
21890001,21891000,6,5840,5.84,3,1,1000,11.373,12.454,10.275,40.3403,6.63E-07,0.01912859,0,0
21891001,21892000,16,6053,6.05,7,4,1000,26.72,27.512,25.609,46.8468,6.63E-07,0.01912859,0,0
21892001,21893000,52,10202,10.2,11,7,1000,39.498,48.386,51.338,46.046,6.63E-07,0.01041667,0,1
21893001,21894000,0,6865,6.86,0,0,1000,0,0,0,38.6386,6.62E-07,0.01201201,0,0
21894001,21895000,24,7817,7.82,5,5,1000,18.674,25.253,31.182,44.3443,6.96E-07,0.01301301,0,4
21895001,21896000,18,10245,10.24,6,3,1000,19.995,21.903,17.814,41.2412,6.68E-07,0.008008008,0,3
21896001,21897000,28,9699,9.7,7,5,1000,24.001,30.109,29.256,46.046,6.94E-07,0.01701702,0,3
21897001,21898000,5,9419,9.42,2,1,1000,5.894,6.128,5.309,37.1371,6.66E-07,0.01701702,0,0
21898001,21899000,2,9014,9.01,2,0,1000,6.328,3.927,2.219,38.038,6.66E-07,0.01401401,0,0
21899001,21900000,2,10841,10.84,2,0,1000,6.979,3.395,1.845,40.8408,6.66E-07,0.01335559,0,0
21900001,21901000,3,10487,10.49,1,1,1000,4.372,4.681,2.861,43.043,6.66E-07,0.02663934,0,0
21901001,21902000,11,11628,11.63,8,1,1000,24.158,14.642,9.46,37.5375,6.66E-07,0.0209546,0,0
21902001,21903000,7,7378,7.38,3,1,1000,11.299,10.833,8.81,42.7427,6.83E-07,0.01301301,0,1
21903001,21904000,4,6486,6.49,1,1,1000,4.014,5.968,5.782,43.6436,7.05E-07,0.01701702,0,0
21904001,21905000,10,8049,8.05,10,0,1000,37.035,22.105,12.424,38.2382,7.05E-07,0.01901902,0,0
21905001,21906000,29,5413,5.41,10,1,1000,46.04,34.006,53.805,37.1371,7.05E-07,0.009345794,0,0
21906001,21907000,4,6449,6.45,4,0,1000,15.798,10.689,6.203,38.7387,7.05E-07,0.01731245,0,0
21907001,21908000,1,8697,8.7,1,0,1000,3.173,2.029,1.15,37.6376,7.05E-07,0.01731245,0,0
21908001,21909000,28,9781,9.78,9,4,1000,32.172,27.455,28.628,37.2372,7.05E-07,0.01731245,0,0
21909001,21910000,5,4840,4.87,1,1,994,6.081,9.182,10.33,42.8428,3.26E-06,0.01901902,0,1
21910001,21911000,3,8174,8.17,3,0,1000,8.702,6.156,3.67,38.8388,0.000462304,0.02202202,0,1
21911001,21912000,9,8495,8.5,2,2,1000,6.576,9.847,10.447,32.7327,0.000348279,0.02302302,0,1
21912001,21913000,12,9563,9.56,8,1,1000,25.416,18.009,12.548,41.6416,9.60E-05,0.01301301,0,0
21913001,21914000,62,10676,10.68,14,10,1000,48.957,57.225,57.958,37.7377,9.60E-05,0.01801802,0,0
21914001,21915000,6,10086,10.09,2,1,1000,6.37,6.752,5.949,42.3423,9.60E-05,0.01801802,0,0
21915001,21916000,5,10329,10.33,2,1,1000,4.522,5.457,4.841,40.2402,9.60E-05,0.009009009,0,0
21916001,21917000,17,9092,9.09,5,3,1000,19.269,21.407,18.698,45.8458,9.60E-05,0.01201201,0,0
21917001,21918000,18,10835,10.83,6,0,1000,19.447,10.102,16.151,36.7367,9.60E-05,0.01301301,0,0
21918001,21919000,1,8960,8.96,1,0,1000,3.013,1.953,1.116,45.4454,9.60E-05,0.009009009,0,0
21919001,21920000,3,8367,8.37,3,0,1000,9.565,6.264,3.586,41.5415,1.71E-05,0.01401401,0,1
21920001,21921000,3,9453,9.45,3,0,1000,8.316,5.463,3.174,42.4424,7.18E-07,0.02902903,0,0
21921001,21922000,3,10281,10.28,3,0,1000,10.983,5.372,2.918,45.045,7.18E-07,0.008008008,0,1
21922001,21923000,5,8094,8.09,5,0,1000,18.522,11.025,6.177,37.8378,7.18E-07,0.01101101,0,0
21923001,21924000,1,9160,9.16,1,0,1000,2.921,1.908,1.092,33.033,7.18E-07,0.006006006,0,0
21924001,21925000,4,7888,7.89,2,1,1000,6.921,6.693,4.437,44.6446,5.74E-07,0.02002002,0,1
21925001,21926000,0,7455,7.46,0,0,1000,0,0,0,39.5395,5.65E-07,0.01401401,0,0
21926001,21927000,7,6729,6.73,4,1,1000,15.756,14.266,9.659,31.5315,5.65E-07,0.01201201,0,0
21927001,21928000,1,8821,8.82,1,0,1000,3.607,2.041,1.134,33.2332,5.65E-07,0.01801802,0,0
21928001,21929000,19,11676,11.68,6,1,1000,18.641,10.711,16.486,31.1311,5.65E-07,0.02202202,0,0
21929001,21930000,5,7926,7.93,2,2,1000,6.888,8.591,6.308,30.7307,5.65E-07,0.01601602,0,0
21930001,21931000,0,8016,8.02,0,0,1000,0,0,0,29.7297,5.65E-07,0.007843137,0,0
21931001,21932000,12,10125,10.13,5,1,1000,16.75,13.828,11.852,30.5305,5.65E-07,0.01973684,0,0
21932001,21933000,1,7942,7.94,1,0,1000,4.299,2.289,1.259,52.6527,5.65E-07,0.02202202,0,0
21933001,21934000,12,8755,8.76,4,2,1000,14.08,16.208,13.135,38.7387,5.68E-07,0.02102102,0,1
21934001,21935000,18,10736,10.74,10,3,1000,37.346,25.62,16.765,26.8268,5.71E-07,0.01901902,0,0
21935001,21936000,2,7035,7.04,2,0,1000,6.323,4.448,2.843,35.6356,5.71E-07,0.02602603,0,0
21936001,21937000,4,5350,5.35,4,0,1000,11.183,10.695,7.476,35.8358,5.71E-07,0.01601602,0,0
21937001,21938000,2,7523,7.52,1,1,1000,3.256,3.798,2.659,40.6406,5.71E-07,0.01123596,0,0
21938001,21939000,16,10229,10.23,5,2,1000,17.146,15.767,16.009,27.1271,5.71E-07,0.01461378,0,0
21939001,21940000,3,7858,7.86,3,0,1000,12.111,6.871,3.818,28.9289,5.71E-07,0.01401401,0,0
21940001,21941000,3,9602,9.6,2,1,1000,7.227,5.148,3.124,27.8278,5.71E-07,0.01701702,0,0
21941001,21942000,5,7908,7.91,1,1,1000,3.911,6.161,6.323,32.8328,5.75E-07,0.01401401,0,1
21942001,21943000,8,9989,9.99,4,1,1000,14.193,11.555,8.009,35.8358,5.75E-07,0.008008008,0,1
21943001,21944000,5,11216,11.22,5,0,1000,15.372,8.112,4.458,32.8328,5.63E-07,0.01901902,0,0
21944001,21945000,18,9745,9.74,4,3,1000,13.849,18.814,18.471,33.9339,5.63E-07,0.01401401,0,0
21945001,21946000,1,9846,9.85,1,0,1000,3.141,1.823,1.016,31.8318,5.63E-07,0.009009009,0,0
21946001,21947000,11,11372,11.37,3,1,1000,10.5,9.776,9.618,36.8368,5.58E-07,0.01501502,0,1
21947001,21948000,5,11359,11.36,1,1,1000,3.343,5.064,3.961,38.038,5.63E-07,0.01201201,0,1
21948001,21949000,6,9333,9.33,2,1,1000,6.357,6.913,6.295,37.1371,5.65E-07,0.009009009,0,0
21949001,21950000,2,6789,6.79,2,0,1000,6.017,4.734,2.946,40.8408,5.65E-07,0.01001001,0,0
21950001,21951000,2,6817,6.82,2,0,1000,7.355,5.086,2.934,34.6346,5.65E-07,0.01801802,0,0
21951001,21952000,7,8465,8.47,3,1,1000,12.218,11.179,8.269,36.3363,5.65E-07,0.01501502,0,0
21952001,21953000,13,9666,9.67,4,2,1000,11.528,14.581,12.933,32.8328,5.65E-07,0.01501502,0,0
21953001,21954000,6,10559,10.56,3,1,1000,8.563,8.011,5.209,44.9449,5.74E-07,0.01101101,0,1
21954001,21955000,6,11659,11.66,6,0,1000,21.559,9.561,5.146,38.5385,5.75E-07,0.007007007,0,0
21955001,21956000,12,10839,10.84,2,2,1000,6.146,9.272,10.783,38.6386,7.16E-07,0.01401401,0,2
21956001,21957000,27,8849,8.85,9,5,1000,29.113,27.661,29.948,39.2392,1.92E-05,0.02602603,0,2
21957001,21958000,17,9142,9.14,4,1,1000,14.18,11.969,18.526,41.3413,0.000489456,0.01701702,0,0
21958001,21959000,11,9015,9.01,7,1,1000,24.14,18.299,12.688,47.3473,0.000301822,0.01601602,0,1
21959001,21960000,2,10523,10.52,2,0,1000,7.369,3.509,1.901,42.2422,2.58E-06,0.02302302,0,0
21960001,21961000,3,8345,8.5,3,0,982,11.146,6.44,3.595,45.3453,2.58E-06,0.01901902,0,0
21961001,21962000,0,7873,7.87,0,0,1000,0,0,0,35.2352,2.58E-06,0.01401401,0,0
21962001,21963000,7,7366,7.37,2,1,1000,7.661,6.486,9.503,42.4424,2.58E-06,0.02502503,0,1
21963001,21964000,6,6693,6.69,5,1,1000,19.558,15.007,8.965,48.4484,2.57E-06,0.01901902,0,1
21964001,21965000,8,12876,12.88,4,1,1000,11.307,7.935,5.825,34.6346,2.57E-06,0.01301301,0,0
21965001,21966000,3,12004,12,3,0,1000,8.043,4.503,2.499,31.8318,2.57E-06,0.01101101,0,1
21966001,21967000,4,11025,11.02,1,1,1000,2.753,4.045,3.401,36.8368,2.58E-06,0.02102102,0,1
21967001,21968000,15,11128,11.13,4,1,1000,15.016,9.342,13.704,40.5405,2.60E-06,0.01701702,0,1
21968001,21969000,4,9566,9.57,3,1,1000,10.67,7.257,4.181,35.1351,2.64E-06,0.01401401,0,1
21969001,21970000,8,6472,6.47,2,2,1000,7.896,9.118,11.975,41.3413,2.68E-05,0.01401401,0,1
21970001,21971000,5,8787,8.79,3,1,1000,9,7.902,5.69,45.045,0.000143916,0.01201201,0,0
21971001,21972000,2,6586,6.59,1,0,1000,3.873,4.032,2.657,52.953,0.000143916,0.01401401,0,0
21972001,21973000,15,5785,5.79,5,5,1000,18.8,25.043,25.064,32.1321,0.000143916,0.01001001,0,0
21973001,21974000,2,7517,7.52,1,1,1000,2.913,3.548,2.661,33.5335,0.000143916,0.01301301,0,0
21974001,21975000,12,7271,7.27,5,3,1000,19.164,22.189,16.332,31.8318,0.000143916,0.01601602,0,0
21975001,21976000,13,9176,9.18,3,3,1000,11.856,17.568,14.304,34.5345,0.000143916,0.04584882,0,0
21976001,21977000,12,8804,8.8,6,2,1000,23.272,17.342,13.488,40.2402,0.000143916,0.01601602,0,0
21977001,21978000,4,8685,8.68,4,0,1000,14.279,8.247,4.606,40.6406,0.000143917,0.01901902,0,1
21978001,21979000,6,7011,7.01,5,1,1000,19.169,14.386,8.558,44.9449,0.000143918,0.01703407,0,0
21979001,21980000,2,6646,6.69,2,0,993,9.328,5.375,3.009,36.8368,0.000143918,0.009009009,0,0
21980001,21981000,5,9184,9.18,2,1,1000,7.052,7.717,5.444,36.7367,0.002244232,0.01501502,0,1
21981001,21982000,11,9819,9.82,3,2,1000,10.283,11.761,11.203,32.9329,0.004323627,0.01001001,0,0
21982001,21983000,3,9752,9.75,1,1,1000,3.671,4.59,3.076,40.3403,0.002083774,0.01801802,0,1
21983001,21984000,4,10380,10.38,2,1,1000,6.933,5.946,3.854,44.8448,0.000156207,0.01401401,0,1
21984001,21985000,10,12395,12.4,4,2,1000,10.517,9.309,8.068,45.5455,3.32E-06,0.02402402,0,0
21985001,21986000,10,8010,8.01,5,2,1000,19.761,17.747,12.172,55.5556,3.32E-06,0.03603604,0,0
21986001,21987000,13,7888,7.89,7,2,1000,25.137,20.967,15.847,40.5405,3.32E-06,0.03003003,0,0
21987001,21988000,4,8077,8.08,2,1,1000,7.55,7.305,4.952,39.9399,3.32E-06,0.03703704,0,0
21988001,21989000,13,8562,8.56,7,1,1000,25.199,21.168,14.892,37.3373,3.32E-06,0.03803804,0,0
21989001,21990000,12,9145,9.15,3,1,1000,13.019,10.25,12.848,38.8388,3.32E-06,0.03203203,0,0
21990001,21991000,19,10510,10.51,7,1,1000,22.17,14.451,18.435,38.3383,3.32E-06,0.03303303,0,0
21991001,21992000,10,8138,8.14,4,1,1000,15.243,12.674,11.674,40.6406,3.32E-06,0.01845638,0,0
21992001,21993000,4,9954,10.02,2,1,993,5.762,5.831,4.018,37.037,3.15E-06,0.01601602,0,1
21993001,21994000,7,7066,7.07,2,1,1000,7.8,8.71,9.907,47.2472,3.13E-06,0.01701702,0,0
21994001,21995000,6,8552,8.55,4,1,1000,14.075,10.983,7.016,37.9379,3.12E-06,0.01001001,0,1
21995001,21996000,10,11943,11.94,6,2,1000,19.413,13.455,7.954,29.6296,3.12E-06,0.01001001,0,0
21996001,21997000,3,8795,8.79,2,0,1000,8.054,5.521,3.127,38.9389,3.12E-06,0.01301301,0,0
21997001,21998000,2,7609,7.61,2,0,1000,7.519,4.641,2.628,38.2382,3.12E-06,0.0130039,0,1
21998001,21999000,2,8223,8.22,2,0,1000,8.128,4.406,2.432,37.9379,3.13E-06,0.02071974,0,0
21999001,22000000,1,7199,7.2,1,0,1000,4.174,2.486,1.389,33.4334,3.13E-06,0.01003009,0,0
22000001,22001000,0,7681,7.68,0,0,1000,0,0,0,35.1351,3.13E-06,0.01001001,0,0
22001001,22002000,3,9739,9.74,2,1,1000,7.092,5.285,3.081,37.5375,3.13E-06,0.008008008,0,0
22002001,22003000,4,7445,7.45,2,1,1000,7.722,6.487,5.372,51.952,3.13E-06,0.01601602,0,0
22003001,22004000,11,10553,10.55,5,1,1000,17.843,14.377,10.186,38.6386,3.13E-06,0.009009009,0,0
22004001,22005000,4,8621,8.62,1,1,1000,3.844,5.702,4.64,36.3363,3.20E-06,0.009009009,0,1
22005001,22006000,6,9479,9.48,3,1,1000,10.095,9.043,5.802,37.4374,3.30E-06,0.01801802,0,1
22006001,22007000,10,8926,8.93,5,2,1000,15.981,15.431,10.643,36.7367,3.39E-06,0.01501502,0,0
22007001,22008000,10,8902,8.9,2,2,1000,6.949,10.763,11.233,42.6426,3.56E-06,0.01201201,0,1
22008001,22009000,8,7021,7.02,2,2,1000,7.681,11.214,11.395,45.5455,7.04E-06,0.01801802,0,2
22009001,22010000,18,7352,7.35,5,3,1000,18.129,22.076,25.077,37.6376,1.27E-05,0.01401401,0,2
22010001,22011000,15,11406,11.41,8,3,1000,27.671,21.17,13.37,33.9339,2.33E-05,0.01701702,0,3
22011001,22012000,5,9238,9.24,2,1,1000,6.255,7.143,5.142,40.4404,3.15E-05,0.009009009,0,0
22012001,22013000,8,6797,6.8,4,1,1000,19.387,15.877,11.034,42.7427,3.15E-05,0.004004004,0,0
22013001,22014000,1,5954,5.95,1,0,1000,3.678,2.799,1.68,37.8378,3.15E-05,0.01601602,0,0
22014001,22015000,1,6938,6.94,1,0,1000,3.891,2.522,1.441,42.3423,3.15E-05,0.01001001,0,0
22015001,22016000,6,7034,7.06,1,1,997,4.184,5.686,8.53,36.7367,3.15E-05,0.006006006,0,0
22016001,22017000,5,5559,5.56,4,0,1000,14.82,11.436,8.994,38.9389,3.15E-05,0.03903904,0,0
22017001,22018000,10,5541,5.54,4,2,1000,17.37,20.593,17.146,39.1391,3.15E-05,0.0240481,0,0
22018001,22019000,10,4944,4.94,7,2,1000,32.129,28.85,20.225,38.4384,3.15E-05,0.02639752,0,0
22019001,22020000,3,3115,3.11,2,0,1000,7.492,7.492,9.632,38.3383,3.15E-05,0.01901902,0,0
22020001,22021000,6,12592,12.59,6,0,1000,19.453,8.851,4.765,40.3403,3.15E-05,0.01501502,0,0
22021001,22022000,10,7259,7.26,4,1,1000,14.964,13.201,13.775,50.8509,3.15E-05,0.02802803,0,0
22022001,22023000,7,8700,8.7,4,2,1000,15.68,12.773,8.046,49.049,3.23E-05,0.01301301,0,2
22023001,22024000,2,13373,13.37,2,0,1000,8.258,2.847,1.496,34.6346,3.47E-05,0.009009009,0,1
22024001,22025000,2,4703,4.7,2,0,1000,7.671,6.669,4.253,42.1421,3.50E-05,0.01301301,0,0
22025001,22026000,1,10113,10.11,1,0,1000,4.106,1.841,0.989,42.1421,3.50E-05,0.01301301,0,0
22026001,22027000,12,8107,8.11,5,3,1000,16.572,18.306,14.34,39.5395,3.50E-05,0.01101101,0,0
22027001,22028000,18,11070,11.07,6,1,1000,18.716,12.81,15.808,30.8308,3.50E-05,0.01101101,0,0
22028001,22029000,11,10027,10.03,4,3,1000,12.954,14.976,10.97,32.2322,3.50E-05,0.01201201,0,0
22029001,22030000,5,8735,8.74,2,1,1000,7.117,6.798,5.152,38.9389,0.000161631,0.02393617,0,1
22030001,22031000,8,8906,8.91,8,0,1000,28.139,16.111,8.982,33.6336,0.000419488,0.01601602,0,0
22031001,22032000,9,6432,6.43,4,2,1000,15.25,16.511,13.216,39.7397,0.000238222,0.01401401,0,2
22032001,22033000,9,10218,10.22,2,1,1000,8.077,8.198,8.319,36.3363,0.000174539,0.02002002,0,1
22033001,22034000,10,6946,6.95,5,0,1000,19.47,12.583,15.072,38.8388,0.000356512,0.01801802,0,0
22034001,22035000,3,8401,8.4,1,1,1000,3.937,4.862,3.273,46.046,0.000317165,0.01001001,0,1
22035001,22036000,4,7708,7.71,2,1,1000,7.5,7.161,4.541,44.8448,5.87E-05,0.007007007,0,0
22036001,22037000,3,8042,8.04,2,1,1000,7.018,6.045,3.731,40.3403,0.000105722,0.007007007,0,1
22037001,22038000,15,13232,13.23,2,2,1000,6.061,5.145,11.525,48.1481,0.000169719,0.01101101,0,0
22038001,22039000,3,10656,10.66,3,0,1000,10.931,5.205,2.815,47.6476,0.000186493,0.005005005,0,1
